grupo,categoria,tipo_producto,titulo,pais_revista,revista,ISSN,ano,vol,fasc,pags,DOI,autores,id
CONTAS,Artículos publicados,Publicado en revista especializada,APLICACIÓN DE INDUCTORES GENERADORES DE VALOR PARA LA GESTIÓN EN MICROEMPRESAS,Colombia,Revista En Contexto ,2346-3279,2016,5,4 ,99 - 116,,"FARLEY SARY ROJAS RESTREPO, JORGE IVAN JIMENEZ SANCHEZ",116
CONTAS,Artículos publicados,Publicado en revista especializada,PRÁCTICAS PROFESIONALES CONTABLES EN LA EMPRESA PRIVADA COLOMBIANA 1990-2013,Colombia,Revista En Contexto ,2346-3279,2016,4,4 ,159 - 184,,"CARLOS EDUARDO CASTANO RIOS, MAYRA ALEJANDRA CARMONA OLIER, MARIA CLARA MESA PALACIOS, NOEL FERNANDO MUNETON TAMAYO",117
CONTAS,Artículos publicados,Revisión (Survey),"LA LUCHA CONTRA LAS DROGAS: FRACASO DE UNA GUERRA, COMIENZO DE UNA NUEVA POLÍTICA",Colombia,Drugs And Addictive Behavior ,2463-1779,2016,1,2 ,237 - 254,https://doi.org/10.21501/issn.2463-1779,MAURICIO ALEJANDRO BEDOYA JIMENEZ,118
CONTAS,Artículos publicados,Publicado en revista especializada,"Identificación de barreras y oportunidades para el desarrollo de la Ecoeficiencia con aplicación empresarial en Medellín (Colombia): Un estudio de caso desde los actores de la relación Universidad, Empresa, Estado.",Venezuela,Espacios ,0798-1015,2015,36,17 ,1 - 23,,"JUAN MANUEL MONTES HINCAPIE, LISETH GALEANO RUIZ",120
CONTAS,Artículos publicados,Publicado en revista especializada,El Problema De La Medición En Contabilidad. La Influencia De La Teoría De Las Proporciones En La Teneduría De Libros Y En La Contametría,Colombia,Criterio Libre ,1900-0642,2015,23,13 ,243 - 259,N/A,CARLOS ALBERTO MUNOZ RESTREPO,121
CONTAS,Artículos publicados,Publicado en revista especializada,Aproximación a la valoración del know how de una institución del sistema regional de innovación en Antioquia,Colombia,Civilizar ,1657-8953,2015,15,28 ,125 - 138,,"CARLOS EDUARDO CASTANO RIOS, JOSE ENRIQUE ARIAS PEREZ",122
CONTAS,Artículos publicados,Publicado en revista especializada,La Inteligencia Artificial y la contabilidad. Lógica Borrosa y Representación del Conocimiento,Colombia,Lúmina ,2619-6174,2014,15,N/A , - ,,CARLOS ALBERTO MUNOZ RESTREPO,124
CONTAS,Artículos publicados,Publicado en revista especializada,El riesgo moral en la revisoría fiscal,Colombia,Criterio Libre ,1900-0642,2014,12,20 ,247 - 275,10.18041/1900-0642/criteriolibre.2014v12n20.240,LILIAM BETANCUR JARAMILLO,125
CONTAS,Artículos publicados,Publicado en revista especializada,Analisis de los aportes de Anthony G Hopwood a la disciplina contable,Colombia,Lúmina ,0123-4072,2013,14,14 ,290 - 315,,MARIA VICTORIA AGUDELO VARGAS,126
CONTAS,Artículos publicados,Publicado en revista especializada,"Una Critica de la Representación Contable en Perspectiva histórica: del reflejo de la realidad profunda al ""puro simulacro""",Colombia,Revista Científica General José María Córdova ,1900-6586,2013,11,12 ,79 - 96,,"MARIA VICTORIA AGUDELO VARGAS, EDGAR GRACIA LOPEZ, RAFAEL FRANCO RUIZ",127
CONTAS,Artículos publicados,Publicado en revista especializada,Aportes de la ética de Emmanuel Lévinas para el concepto de responsabilidad social empresarial,Colombia,Revista Virtual Universidad Católica Del Norte ,0124-5821,2013,2013,38 ,16 - 26,N/A,"ELKIN HORACIO QUIROS LIZARAZO, ALEXANDER MARIN LOPEZ",128
CONTAS,Artículos publicados,Publicado en revista especializada,Reflexiones Axiologicas sobre el ejercicio profesional de la contaduría pública,Colombia,Lúmina ,0123-4072,2012,13,N/A ,88 - 104,,MARIA VICTORIA AGUDELO VARGAS,129
CONTAS,Artículos publicados,Publicado en revista especializada,Algunas Practicas contables a inicios del siglo XIX en Antioquia.,Colombia,Ágora Contable ,2248-6003,2011,9,N/A ,7 - 8,,"DIANA CAROLINA MARULANDA VALENCIA, DIANA MARCELA OBANDO SANCHEZ",130
CONTAS,Artículos publicados,Publicado en revista especializada,Vivencias de una Egresada,Colombia,Ágora Contable ,2248-6003,2011,8,N/A ,8 - 8,,DIANA MARCELA OBANDO SANCHEZ,131
CONTAS,Artículos publicados,Publicado en revista especializada,ALGUNAS PRACTICAS CONTABLES EN LA HACIENDA PUBLICA DE ANTIOQUIA DURANTE LOS AÑOS 1800 A 1820,Colombia,Colombian Accounting Journal ,2011-7094,2010,4,4 ,65 - 80,,"DIANA MARCELA OBANDO SANCHEZ, DIANA CAROLINA MARULANDA VALENCIA, LUZ MARINA PINEDA, NURY AIDE ZAPATA",132
CONTAS,Artículos publicados,Publicado en revista especializada,La contaduría pública en Antioquia,Colombia,La Voz Del Semillero ,2011-8015,2010,3,N/A ,25 - 29,,"DIANA MARCELA OBANDO SANCHEZ, DIANA CAROLINA MARULANDA VALENCIA, LUZ MARINA PINEDA, NURY AIDE ZAPATA, EZEQUIEL GUISAO  GUISAO",133
CONTAS,Artículos publicados,Publicado en revista especializada,Capital Social: revision del concepto y propuesta para su re-elaboracion,Colombia,Semestre Económico ,0120-6346,2008,11,21 ,75 - 90,,"ELKIN HORACIO QUIROS LIZARAZO, OLGA LUCIA ARBOLEDA ALVAREZ, ALFREDO MANUEL GHISO COTOS",134
CONTAS,Artículos publicados,Publicado en revista especializada,Organization and social responsibility imaginary concepts,Colombia,Colombian Accounting Journal ,2011-7094,2007,1,1 ,107 - 124,,"ELKIN HORACIO QUIROS LIZARAZO, HERNAN CARLOS BUSTAMANTE GARCIA",135
CONTAS,Artículos publicados,Publicado en revista especializada,"Fundamentación Teórica, Metodológica y Operativa de la línea de Investigación Contabilidad Social y Ambiental.",Colombia,Textos Y Argumentos ,1692-1135,2006,9,N/A ,7 - 63,,ELKIN HORACIO QUIROS LIZARAZO,136
CONTAS,Artículos publicados,Publicado en revista especializada,Imaginarios de organización y responsabilidad social,Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó ,0123-9864,2006,9,14 ,68 - 83,,"ELKIN HORACIO QUIROS LIZARAZO, HERNAN CARLOS BUSTAMANTE GARCIA",137
CONTAS,Artículos publicados,Publicado en revista especializada,Reseña histórica de la facultad de contaduría pública,Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó ,0123-9864,2005,8,11-12 ,80 - 85,,ELKIN HORACIO QUIROS LIZARAZO,138
CONTAS,Artículos publicados,Publicado en revista especializada,La contabilidad ante la problemática de la valoración ambiental,Colombia,Visión Contable ,0121-5337,2004,1,4 ,13 - 31,,"ELKIN HORACIO QUIROS LIZARAZO, LUIS FERNANDA AMELINES VILLA",139
CONTAS,Artículos publicados,Publicado en revista especializada,Responsabilidad social y academia: una mirada desde lo contable,Colombia,(0123-9864) Revista Fundación Universitaria Luis Amigó ,0123-9864,2003,6,7-8 ,35 - 39,,ELKIN HORACIO QUIROS LIZARAZO,140
FILOSOFÍA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,"El libro de los signos (Jn 1,19-12,50): Aproximación a algunas de sus líneas de investigación",Colombia,Franciscanum. ,0120-1468,2021,63,1 ,1 - 28,10.21500/01201468.5223,JUAN SEBASTIAN HERNANDEZ VALENCIA,141
FILOSOFÍA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,"Explicaciones actuales sobre la presencia de Henoc en Ben Sira (Sir 16, 7; 44, 16; 49, 14)",México,Revista Iberoamericana De Teología ,1870-316X,2020,16,1 ,71 - 93,,JUAN SEBASTIAN HERNANDEZ VALENCIA,142
FILOSOFÍA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,El diálogo filosófico como aventura y experiencia que cura,Ecuador,Sophía: Colección de Filosofía de la Educación ,1390-8626,2020,29, ,261 - 285,10.17163/soph.n29.2020.09,ANDRES ESCOBAR VASQUEZ,143
FILOSOFÍA Y TEOLOGIA CRITICA,Artículos publicados,Corto (Resumen),A propósito del nuevo número,Colombia,Revista Colombiana De Ciencias Sociales ,2216-1201,2020,11, ,385 - 387,10.21501/22161201.3630,ANDRES ALFREDO CASTRILLON CASTRILLON,144
FILOSOFÍA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,Un Judío con muchos rostros: Exégesis y Teología en Filón de Alejandría,Colombia,Theologica Xaveriana ,2011-219X,2020,70, ,1 - 25,10.11144/javeriana,JUAN SEBASTIAN HERNANDEZ VALENCIA,145
FILOSOFÍA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,Las Secciones Discursivas en Mateo: estudio de su estructura y patrones literarios,Argentina,Revista Biblica ,0034-7078,2020,82,1-2 ,79 - 98,,JUAN SEBASTIAN HERNANDEZ VALENCIA,146
FILOSOFÍA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,RESURRECCIÓN: Una lectura antropológica en clave relacional,Colombia,Perseitas ,2346-1780,2020,8,N /  A ,199 - 226,10.21501/23461780.3587,"CAROLINA VILA PORRAS, JONATHAN STIVEN TOBON MONSALVE",147
FILOSOFÍA Y TEOLOGIA CRITICA,Artículos publicados,Corto (Resumen),Una nueva impronta: la publicación continua,Colombia,Perseitas ,2346-1780,2020,8,N/A ,IX - XII,10.21501/23461780.3532,DAVID ESTEBAN ZULUAGA MESA,148
FILOSOFÍA Y TEOLOGIA CRITICA,Artículos publicados,Corto (Resumen),El conocimiento y los otros,Colombia,Revista Colombiana De Ciencias Sociales ,2216-1201,2019,10,N/A ,287 - 290,10.21501/22161201.3312,ANDRES ALFREDO CASTRILLON CASTRILLON,150
FILOSOFÍA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,"Arte, religión y filosofía en Hegel y Hölderlin",Colombia,Perseitas ,2346-1780,2019,7,N/A ,321 - 339,10.21501/23461780.3294,ANDRES ALFREDO CASTRILLON CASTRILLON,151
FILOSOFÍA Y TEOLOGIA CRITICA,Artículos publicados,Corto (Resumen),Presentación,Colombia,Perseitas ,2346-1780,2019,7,N/A ,201 - 203,10.21501/23461780.3374,DAVID ESTEBAN ZULUAGA MESA,152
FILOSOFÍA Y TEOLOGIA CRITICA,Artículos publicados,Corto (Resumen),EL DECIR POLIVALENTE DE LAS HUMANIDADES EN UN MUNDO ESCINDIDO DE HUMANIDAD,Colombia,Perseitas ,2346-1780,2019,7,N/A ,10 - 12,10.21501/23461780.3222,DAVID ESTEBAN ZULUAGA MESA,153
FILOSOFÍA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,Pertinencia y actualidad de la pedagogía amigoniana,Colombia,Revista Colombiana De Educación ,0120-3916,2019,1,N/A ,1 - 24,10.17227/rce.num78-7045,"LUIS EDUARDO CORREDOR VARGAS, DAVID ESTEBAN ZULUAGA MESA",154
FILOSOFÍA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,Neurología y la naturaleza de la experiencia religiosa,Colombia,Theologica Xaveriana ,0120-3649,2019,187,1 ,1 - 24,doi: https://doi.org/10.11144/javeriana.tx69-187.nner,JUAN CARLOS MUNERA MONTOYA,155
FILOSOFÍA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,Psicoanálisis y literatura: Elfriede Jelinek o la mujer al margen,Brasil,Revista de Letras ,0101-3505,2018,58,2 ,97 - 107,,KELLY VARGAS GARCIA,156
FILOSOFÍA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,Reflexiones en torno al concepto de participación ciudadana: consideraciones aristotélicas y neoaristotélicas,Colombia,Revista Filosofía Uis ,1692-2484,2018,17,N/A ,63 - 83,,"JOEL ISAAC ROMAN NEGRONI, ANDRES FELIPE AGUDELO ZORRILLA",157
FILOSOFÍA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,Sobre la Escuela de París: una nota sobre Jean Pierre Vernant y Marcel Detienne,,Perseitas ,2346-1780,2018,6,N/A ,13 - 21,10.21501/23461780.2681,LINA MARCELA DE LA MILAGROSA CADAVID RAMIREZ,160
FILOSOFÍA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,Posibilidades de una teoría de la paz elaborada desde una ética pragmatista del desarrollo humano en Colombia,Costa Rica,Revista De Filosofía De La Universidad De Costa Rica ,0034-8252,2018,57,N/A ,23 - 30,,ANDRES FELIPE AGUDELO ZORRILLA,161
FILOSOFÍA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,A-normalidad quebrada Reseña del libro ¡Y qué¿! De Víctor Raúl Jaramillo Restrepo,Colombia,Cuadernos De Literatura Del Caribe E Hispanoamérica ,1794-8290,2017,26,N/A ,163 - 165,10.15648/cl.26.2017.10,DAVID ESTEBAN ZULUAGA MESA,163
FILOSOFÍA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,El amor de Dios se humaniza: una mirada desde las bienaventuranzas,Colombia,Cuestiones Teológicas ,0120-131X,2017,44,101 ,43 - 66,10.18566/cueteo.v44n101.a03,CAROLINA VILA PORRAS,164
FILOSOFÍA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,La experiencia mística como práctica de desautomatización,Venezuela,Revista de Filosofia ,0798-1171,2017,85, ,119 - 134,,LINA MARCELA DE LA MILAGROSA CADAVID RAMIREZ,167
FILOSOFÍA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,"Pensar la vacuidad, vaciar el pensamiento",Colombia,Perseitas ,2346-1780,2017,5,N/A ,14 - 17,10.21501/23461780.2245,LINA MARCELA DE LA MILAGROSA CADAVID RAMIREZ,168
FILOSOFÍA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,"Creer para ver. Instauración del discurso milagroso entre la población del Nuevo Reino de Granada, siglos XVI, XVII y XVIII",España,"Ilu. Revista De Ciencias De Las Religiones, ",1135-4712,2016,21,1 ,185 - 210,http://dx.doi.org/10.5209/ILUR.53852,"JAIRO GUTIERREZ AVENDANO, LINA MARCELA SILVA RAMIREZ",170
FILOSOFÍA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,"Formas de apropiación material e inmaterial del milagro entre la población neogranadina, siglos XVI, XVII y XVIII",Argentina,Memoria Americana ,1851-3751,2016,24,1 ,7 - 31,,"JAIRO GUTIERREZ AVENDANO, LINA MARCELA SILVA RAMIREZ",172
FILOSOFÍA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,Epistemología seleccionista y epistemología no adaptacionista: panorama de algunos problemas en epistemología evolucionista,Colombia,Estudios De Filosofia ,0121-3628,2016,54,N/A ,23 - 44,http://dx.doi.org/10.17533/udea.ef.n54a03,LINA MARCELA DE LA MILAGROSA CADAVID RAMIREZ,173
FILOSOFÍA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,Pensar la experiencia mística desde la epistemología,Colombia,Perseitas ,2346-1780,2016,4,N/A ,139 - 152,http://dx.doi.org/10.21501/23461780.2010,LINA MARCELA DE LA MILAGROSA CADAVID RAMIREZ,174
FILOSOFÍA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,De Apologética Trinitaria al Diálogo Interreligioso,Chile,Teologia y Vida ,0717-6295,2016,57,1 ,95 - 115, http://dx.doi.org/10.4067/S0049-34492016000100004,JUAN CARLOS MUNERA MONTOYA,176
FILOSOFÍA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,Ludwig Wittgenstein: trascendiendo los límites de la cultura,Costa Rica,Revista De Filosofía De La Universidad De Costa Rica ,0034-8252,2016,55,N/A ,111 - 119,N/A,DAVID ESTEBAN ZULUAGA MESA,177
FILOSOFÍA Y TEOLOGIA CRITICA,Artículos publicados,Corto (Resumen),Per Se,Colombia,Perseitas ,2346-1780,2016,4,N/A ,11 - 13, http://dx.doi.org/10.21501/23461780.1800,DAVID ESTEBAN ZULUAGA MESA,178
FILOSOFÍA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,Leyendo a Heidegger,Colombia,Perseitas ,2346-1780,2016,4,N/A ,15 - 27,https://doi.org/10.21501/issn.2346-1780,ANDRES ALFREDO CASTRILLON CASTRILLON,179
FILOSOFÍA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,Concepción de la ley israelita en el nuevo testamento y la concepción que de ella tiene Jesús,Colombia,Cuestiones Teológicas ,0120-131X,2015,42,N/A ,483 - 510,,CAROLINA VILA PORRAS,180
FILOSOFÍA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,"Juegos Filosóficos, una apuesta hacia la educación del siglo XXI",Colombia,Analisis ,0120-8454,2015,47,86 ,119 - 139,,"PAOLA GIRALDO TOBON, ERLEYSSON MUNOZ GUTIERREZ",182
FILOSOFÍA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,Posibilidades y obstáculos de la epistemología en la comprensión de la experiencia mística,Colombia,Escritos ,0120-1263,2015,23, ,109 - 134,,LINA MARCELA DE LA MILAGROSA CADAVID RAMIREZ,183
FILOSOFÍA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,Liberación y desautomatización. La experiencia mística en perspectiva naturalizada,Colombia,Ideas y Valores ,0120-0062,2014,63, ,145 - 164,,LINA MARCELA DE LA MILAGROSA CADAVID RAMIREZ,184
FILOSOFÍA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,Experiencia mística: hacia una definición naturalizada,Colombia,Praxis Filosófica ,0120-4688,2014,39, ,135 - 155,,LINA MARCELA DE LA MILAGROSA CADAVID RAMIREZ,185
FILOSOFÍA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,Bioética y tecnología digital: una puerta a la investigación desde la perspectiva de las ciencias sociales,Colombia,Produccion y Limpia ,1909-0455,2014,9,NA ,101 - 117,,"GONZALO JIMENEZ JARAMILLO, CONRADO DE JESUS GIRALDO ZULUAGA",186
FILOSOFÍA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,Contra intelectuales o la importancia de la filosofía,Colombia,Escritos ,0120-1263,2014,22,N/A ,519 - 520,N/A,DAVID ESTEBAN ZULUAGA MESA,187
FILOSOFÍA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,El vacío existencial y la pérdida del sentido de vida en el sujeto posmoderno: retos para el cristianismo del siglo XXI,Colombia,Cuestiones Teológicas ,0120-131X,2014,41,N/A ,425 - 444,,PAULA ANDREA GIRALDO PATINO,188
FILOSOFÍA Y TEOLOGIA CRITICA,Artículos publicados,Publicado en revista especializada,Hölderlin: sobre la religión,Colombia,Perseitas ,2346-1780,2014,2,N/A ,153 - 167,10.21501/23461780.1299,ANDRES ALFREDO CASTRILLON CASTRILLON,189
FILOSOFÍA Y TEOLOGIA CRITICA,Artículos publicados,Corto (Resumen),Técnicas de reproducción asistida human ¿Disgregación del cuerpo femenino?,Colombia,Revista Lasallista de Investigacion ,1794-4449,2014,11,1 ,225 - 225,,VERONICA NARANJO QUINTERO,190
