grupo,categoria,Tipo_Curso,Nombre_curso,Pais,Ano,Idioma,Medio_divulgacion,sitio_web,Participacion,Duracion_semanas,Finalidad,lugar,Institucion_Financiadora,Autores
JURIDICAS Y SOCIALES,Curso de Corta Duración Dictados, Extensión extracurricular ,el caso de Brasil y Colombia.,Colombia,2021,Español,Internet, ,Docente,1,Socializar a los participantes sobre el acceso a la justicia digital en el derecho público.,Corporación Universitaria Remington,CORPORACIÓN UNIVERSITARIA REMINGTON, DANY STEVEN GOMEZ AGUDELO
JURIDICAS Y SOCIALES,Curso de Corta Duración Dictados, Extensión extracurricular ,Curso de Derecho Urbano,Colombia,2020,Español,Varios, ,Docente,2,Capacitación a profesionales de ISVIMED,Universidad Autónoma Latinoamericana,Universidad Autónoma Latinoamericana - Unaula, JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Curso de Corta Duración Dictados, Extensión extracurricular ,"Curso Plan de Desarrollo Municipal, Plan de Ordenamiento Territorial y Licenciamiento Urbanístico",Colombia,2020,Español,Varios, ,Docente,2,Capacitación a profesionales de ISVIMED,Universidad Autónoma Latinoamericana,Instituto Social de Vivienda y Hábitat de Medellín, JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Curso de Corta Duración Dictados, Extensión extracurricular ,"SINA, PERMISOS Y SANCIONES AMBIENTALES",Colombia,2020,Español,Varios, ,Docente,3,Capacitación a profesionales de ISVIMED,Universidad Autónoma Latinoamericana,Instituto Social de Vivienda y Hábitat de Medellín, JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Curso de Corta Duración Dictados, Extensión extracurricular ,Taller de escritura a varias manos,Colombia,2020,Español,Internet, ,Docente,0,Dar a conocer la escritura a varias manos como herramienta que facilita la construcción de documentos escritos de forma colectiva,Universidad Católica Luís Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, PAOLA ANDREA CARMONA TORO
JURIDICAS Y SOCIALES,Curso de Corta Duración Dictados, Extensión extracurricular ,"Ponencia en seminario internacional virtual ¿el derecho frente a la emergencia sanitaria covid ¿ 19 y sus consecuencias¿, sobre Justicia Digital en Colombia",Colombia,2020,Español,Internet, ,Docente,1,Exponer el estado actual de la justicia digital en Colombia a partir del decreto 806 de 2020 y sus principales críticas.,Medellín,, DANY STEVEN GOMEZ AGUDELO
JURIDICAS Y SOCIALES,Curso de Corta Duración Dictados, Extensión extracurricular ,Métodos de la investigación cualitativa,Colombia,2020,Español,Varios, ,Docente,1,Capacitación a los docentes de la Facultad de Derecho de la Universidad Católica de Oriente,Universidad Católica de Oriente,UNIVERSIDAD CATOLICA DE ORIENTE, JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Curso de Corta Duración Dictados, Extensión extracurricular ,Técnicas de la investigación cualitativa,Colombia,2020,Español,Varios, ,Docente,1,Capacitación a los docentes de la Facultad de Derecho de la Universidad Católica de Oriente,Universidad Católica de Oriente,UNIVERSIDAD CATOLICA DE ORIENTE, JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Curso de Corta Duración Dictados, Extensión extracurricular ,Planes de Ordenamiento Territorial,Colombia,2020,Español,Varios, ,Docente,1,Formación en generalidades de los Planes de Ordenamiento Territorial,Universidad Católica de Oriente,UNIVERSIDAD CATOLICA DE ORIENTE, JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Curso de Corta Duración Dictados, Extensión extracurricular ,"Prisión Preventiva, Delitos Cometidos por Policías, Delitos de Corrupción y Comunes en Estado de Emergencia.",Colombia,2020,Español,Papel, ,Docente,0,"Disertar ante el Colegio de Abogados de Lima - Perú, sobre la modernización del Proceso Penal en Tiempos de COVID 19.",Medellín,UNIVERSIDAD CATOLICA LUIS AMIGO, DANY STEVEN GOMEZ AGUDELO
JURIDICAS Y SOCIALES,Curso de Corta Duración Dictados, Extensión extracurricular ,"Curso Conflicto Armado, Memoria y Paz",Colombia,2020,Español,Papel, ,Docente,32,Reconstruir la historia del conflicto armado colombiano en relación con sus causas y consecuencias,Universidad Católica Luís Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, PAOLA ANDREA CARMONA TORO
JURIDICAS Y SOCIALES,Curso de Corta Duración Dictados, Extensión extracurricular ,Diplomado en Educación Superior - Aprendizaje mediado por TIC Módulo 3. Recursos educativos digitales,Colombia,2020,Español,Internet,//virtual.ucatolicaluisamigo.edu.co/campus/course/view.php?id=4167,Docente,4,Capacitar en manejo de recursos educativos digitales,Universidad Católica Luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, MAURICIO MEJIA LOBO
JURIDICAS Y SOCIALES,Curso de Corta Duración Dictados, Extensión extracurricular ,Aspectos probatorios de la incorporación de las pruebas digitales en el proceso judicial.,Colombia,2020,Español,Internet, www.facebook.com/tecdeantioquia,Docente,1,"Analizar aspectos probatorios en materia de incorporación, contradicción y valoración de las pruebas digitales en el proceso judicial. Disponible en www.facebook.com/tecdeantioquia",Institución Universitaria Tecnológico de Antioquia,, DANY STEVEN GOMEZ AGUDELO
JURIDICAS Y SOCIALES,Curso de Corta Duración Dictados, Otro ,"Diseño del Curso Complementario ""Mindfulness y mediación de conflictos""",Colombia,2020,Español,Otro, ,Docente,4,Establecer contenidos y metodologías de curso electivo para estudiantes de pregrados del Centro Regional Manizales,Manizales,UNIVERSIDAD CATOLICA LUIS AMIGO, DAVID ANDRES DIEZ GOMEZ
JURIDICAS Y SOCIALES,Curso de Corta Duración Dictados, Extensión extracurricular ,"Conversatorio realizado en el marco de la conferencia inaugural de los cursos comunes y electivos de investigación 2020-1, La tortuga y la liebre en la investigación.",Colombia,2020,Español,Otro, ,Docente,1,Compartir experiencias a estudiantes de pregrado sobre la participación en grupos y semilleros de investigación.,Universidad Católica Luis Amigó.,, DANY STEVEN GOMEZ AGUDELO
JURIDICAS Y SOCIALES,Curso de Corta Duración Dictados, Extensión extracurricular ,V Coloquio de Investigación en Derecho. Promoviendo la cultura investigativa.,Colombia,2019,Español,Papel, ,Organizador,1,,,, DANY STEVEN GOMEZ AGUDELO
JURIDICAS Y SOCIALES,Curso de Corta Duración Dictados, Extensión extracurricular ,la Prueba Digital.,Colombia,2019,Español,Papel, ,Organizador,1,"Realizar un conversatorio con expertos en el tema de prueba digital, para discutir acerca de su práctica, valoración y contradicción en el proceso judicial.",Universidad Católica Luis Amigó.,, DANY STEVEN GOMEZ AGUDELO
JURIDICAS Y SOCIALES,Curso de Corta Duración Dictados, Extensión extracurricular ,La Corte en los Territorios. Garantía de los Derechos de las Víctimas,Colombia,2019,Español,Otro, ,Organizador,0,Socializar acerca de la garantía de los derechos de las víctimas en la jurisprudencia de la Corte Constitucional.,Auditorio Torrente,, DANY STEVEN GOMEZ AGUDELO
JURIDICAS Y SOCIALES,Curso de Corta Duración Dictados, Extensión extracurricular ,Congreso Internacional de Derecho Penal y Política Criminal.,Colombia,2019,Español,Otro, ,Docente,1,Ponencia: La Autenticidad de la Evidencia Digital y la Protección del Principio del Debido Proceso en el Derecho Penal.,Auditorio Torrente,, DANY STEVEN GOMEZ AGUDELO
JURIDICAS Y SOCIALES,Curso de Corta Duración Dictados, Extensión extracurricular ,Incidencias del Derecho y las Nuevas Tecnologías,Colombia,2019,Español,Otro, ,Docente,1,Ponencia en VI Congreso de Filosofía 2019,Universidad Católica Luis Amigó.,, DANY STEVEN GOMEZ AGUDELO
JURIDICAS Y SOCIALES,Curso de Corta Duración Dictados, Extensión extracurricular ,Prueba de Estado Saber Pro para graduando del Programa de Derecho.,Colombia,2019,Español,Papel, ,Docente,1,Exponer pautas y recomendaciones a estudiantes de Derecho para obtener mejores resultados en la prueba Saber Pro.,Universidad Católica Luis Amigó.,, DANY STEVEN GOMEZ AGUDELO
JURIDICAS Y SOCIALES,Curso de Corta Duración Dictados, Extensión extracurricular ,El ambiente y la participación en los planes de ordenamiento Territorial.,Colombia,2019,Español,Varios, ,Docente,1,Capacitación a líderes comunitarios del Municipio de Sabaneta,Secretaría de Medio Ambiente de Sabaneta,SABANETA, JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Curso de Corta Duración Dictados, Extensión extracurricular ,Consulta popular y cabildo abierto,Colombia,2019,Español,Varios, ,Docente,1,Capacitación a líderes comunitarios del Municipio de Sabaneta,Secretaría de Medio Ambiente de Sabaneta,SABANETA, JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Curso de Corta Duración Dictados, Otro ,Sensibilización sobre problemáticas y necesidades de las mesas ambientales del municipio de Sabaneta - proyecto articulador Prestación de servicios para la implementación de estrategias propias del plan de desarrollo 2016 - 2019 Plan municipal de aguas,Colombia,2019,Español,Varios, ,Docente,1,Capacitación a líderes comunitarios del Municipio de Sabaneta,Secretaría de Medio Ambiente de Sabaneta,SABANETA, JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Curso de Corta Duración Dictados, Extensión extracurricular ,"Seminario Juventudes contemporáneas. Fenómenos, retos y prospectivas",Colombia,2019,Español,Papel, ,Docente,16,"Presentar formas contemporáneas de las juventudes, a partir de fenómenos, retos y prospectivas",Universidad Católica Luís Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, PAOLA ANDREA CARMONA TORO
JURIDICAS Y SOCIALES,Curso de Corta Duración Dictados, Extensión extracurricular ,Acciones populares y acciones de grupo,Colombia,2019,Español,Papel, ,Docente,1,Capacitación a líderes comunitarios del Municipio de Sabaneta,Secretaría de Medio Ambiente de Sabaneta,SABANETA, JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Curso de Corta Duración Dictados, Extensión extracurricular ,Delitos informáticos en las empresas,Colombia,2019,Español,Papel, ,Docente,1,"Socializar a los integrantes de la Especialización en Derecho Empresarial de la Universidad Católica Luis Amigó, cuáles son los delitos informáticos en las empresas, que hacer cuando la empresa es víctima y cómo prevenirlos.",Universidad Católica Luis Amigó.,, DANY STEVEN GOMEZ AGUDELO
JURIDICAS Y SOCIALES,Curso de Corta Duración Dictados, Extensión extracurricular ,"La iniciativa normativa, el plebiscito y el referendo",Colombia,2019,Español,Varios, ,Docente,1,Capacitación a líderes comunitarios del Municipio de Sabaneta,Secretaría de Medio Ambiente de Sabaneta,SABANETA, JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Curso de Corta Duración Dictados, Extensión extracurricular ,Curso Derecho Urbano Planes de Ordenamiento Territorial,Colombia,2019,Español,Varios, ,Docente,1,Formación en legislación inmobiliaria,Cámara de Comercio de San Gil,UNIVERSIDAD PONTIFICIA BOLIVARIANA SECCIONAL BUCARAMANGA, JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Curso de Corta Duración Dictados, Extensión extracurricular ,CONTEXTO NORMATIVO,Colombia,2019,Español,Papel, ,Docente,3,Formación ciudadana en Gestión del Riesgo de Desastres,Centro Administrativo la Alpujarra - Medellín,UNIVERSIDAD DE MEDELLIN, JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Curso de Corta Duración Dictados, Extensión extracurricular ,PERSPECTIVAS EN LA GESTIÓN DEL RIESGO DE DESASTRES EN COLOMBIA,Colombia,2019,Español,Papel, ,Docente,3,Formación ciudadana en Gestión del Riesgo de Desastres,Centro Administrativo la Alpujarra - Medellín,UNIVERSIDAD DE MEDELLIN, JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Curso de Corta Duración Dictados, Extensión extracurricular ,Régimen de Suelos,Colombia,2019,Español,Varios,//www.eafit.edu.co/cec/derecho/derecho/diplomado-en-derecho-ambiental-,Docente,1,Formación en derecho ambiental,Universidad Eafit,UNIVERSIDAD EAFIT, JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Curso de Corta Duración Dictados, Extensión extracurricular ,DIPLOMADO EN ACTIALIDAD UNIVERSITARIA,Colombia,2018,Español,Varios,//asiesda.org.co/,Docente,12,,,ASOSCIACION DE INSTITUCIONES DE EDUCACION SUPERIOR DE ANTIOQUIA, RODRIGO ORLANDO OSORIO MONTOYA
JURIDICAS Y SOCIALES,Curso de Corta Duración Dictados, Extensión extracurricular ,CURSO VIRTUAL DE PEDAGOGÍA Y DIDACTICA NIVEL I,Colombia,2015,Español,Internet,//www.funlam.edu.co/,Docente,1,,UNIVERSIDAD CATÓLICA LUIS AMIGÓ,UNIVERSIDAD CATOLICA LUIS AMIGO, RODRIGO ORLANDO OSORIO MONTOYA
JURIDICAS Y SOCIALES,Curso de Corta Duración Dictados, Otro ,Delitos informáticos de menores de edad,Colombia,2012,Español,Otro, ,Docente,1,Capacitación de la Asociación Colombiana de Defensores de Familia,ACODEFAM,ASOCIACIÓN COLOMBIANA DE DEFENSORES DE FAMILIA, ANA MARIA MESA ELNESER
JURIDICAS Y SOCIALES,Curso de Corta Duración Dictados, Extensión extracurricular ,"Formulación y presentación de proyectos de grado, teniendo como eje explicativo el Derecho Público.",Colombia,2010,Español,Papel, ,Docente,1,Diplomado de profundización en Derecho Disciplinario,Institución Universitaria de Envigado,INSTITUCIÓN UNIVERSITARIA DE ENVIGADO, JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Curso de Corta Duración Dictados, Extensión extracurricular ,"Derechos, deberes, prohibiciones, incompatibilidades, impedimentos, inhabilidades y conflictos de intereses del servidor público.",Colombia,2010,Español,Papel, ,Docente,1,Diplomado en Derecho Disciplinario,Institución Universitaria de Envigado,INSTITUCIÓN UNIVERSITARIA DE ENVIGADO, JORGE EDUARDO VASQUEZ SANTAMARIA
JURIDICAS Y SOCIALES,Curso de Corta Duración Dictados, Extensión extracurricular ,Plan de trabajo en Formación Básica enInvestigación,Colombia,2008,Español,Internet, ,Organizador,,12 horas,Aula del Consultorio Jurídico FUNLAM,UNIVERSIDAD CATOLICA LUIS AMIGO, JORGE EDUARDO VASQUEZ SANTAMARIA
SISCO,Curso de Corta Duración Dictados, Especialización ,Metodología de Investigación Cuantitativa,Colombia,2015,Español,CD-ROM/DVD,//virtual.funlam.edu.co/,Docente,2,Curso de Maestría en Educación,Universidad de Medellín,UNIVERSIDAD DE MEDELLIN, GABRIEL JAIME CORREA HENAO
SISCO,Curso de Corta Duración Dictados, Extensión extracurricular ,Energías Renovables y Aplicaciones Agropecuarias,Colombia,2014,Español,Pelicula/Video, ,Docente,3,Diplomado en Energía Solar Fotovoltaica,Ferragro - Medellín,INNOVA, GABRIEL JAIME CORREA HENAO
SISCO,Curso de Corta Duración Dictados, Perfeccionamiento ,Curso de Servicios de la Red Avanzada RENATA,Colombia,2014,Español,Internet,//www.funlam.edu.co,Docente,1,Capacitaciçon de investigadores Fundación Universitaria Luis Amigó FUNLAM,Fundación Universitaria Luis Amigó FUNLAM,UNIVERSIDAD CATOLICA LUIS AMIGO, WALTER HUGO ARBOLEDA MAZO
SISCO,Curso de Corta Duración Dictados, Perfeccionamiento ,Curso de Servicios de la Red Avanzada RENATA,Colombia,2014,Español,Internet,//www.unac.edu.co/index.php?option=com_search&searchword=rave,Docente,1,Capacitaciçon de investigadores Corporación Universitaria Adventista UNAC,Corporación Universitaria Adventista UNAC,Corporación Universitaria Adventista, WALTER HUGO ARBOLEDA MAZO
SISCO,Curso de Corta Duración Dictados, Extensión extracurricular ,Curso Básico Virtual en Linux,Colombia,2013,Español,Papel, ,Docente,4,,,, EDER ALONSO ACEVEDO MARIN
SISCO,Curso de Corta Duración Dictados, Perfeccionamiento ,Curso Incorporación de las TIC en la docencia,Colombia,2013,Español,Internet,//virtual.funlam.edu.co/course/view.php?id=4480,Docente,6,Formación de los docentes de la Fundación Universitaria Luis Amigó en el manejo de ambientes virtuales de aprendizaje,Fundación Universitaria Luis Amigó,, JUAN CARLOS MONSALVE GOMEZ
SISCO,Curso de Corta Duración Dictados, Perfeccionamiento ,Diplomado en Pedagogía de la Virtualidad,Colombia,2013,Español,Internet, ,Docente,0,Formación de los docentes del Instituto de Educación de Comfenalco,Comfenalco,, JUAN CARLOS MONSALVE GOMEZ
SISCO,Curso de Corta Duración Dictados, Extensión extracurricular ,Seminario Gestión de servicios de TI en el marco de las mejores prácticas para el control de la información,Colombia,2012,Español,Papel, ,Docente,4,,,UNIVERSIDAD COOPERATIVA DE COLOMBIA, EDER ALONSO ACEVEDO MARIN
SISCO,Curso de Corta Duración Dictados, Extensión extracurricular ,Curso de Linux para la Institución Técnica Fe y Alegría,Colombia,2012,Español,Otro, ,Docente,1,,,UNIVERSIDAD CATOLICA LUIS AMIGO, EDER ALONSO ACEVEDO MARIN
SISCO,Curso de Corta Duración Dictados, Perfeccionamiento ,Diplomado en ambientes virtuales de aprendizaje,Colombia,2012,Español,Papel, ,Docente,0,"Formación de los docentes de la Universidad de San Buenaventura - Seccional Medellín, en el uso de TIC como apoyo al ejercicio docente",Universidad de San Buenaventura - Seccional Medellín,UNIVERSIDAD DE SAN BUENAVENTURA - SEDE MEDELLÍN, JUAN CARLOS MONSALVE GOMEZ
SISCO,Curso de Corta Duración Dictados, Extensión extracurricular ,Curso de Tecnología VoIP para la Institución Técnica Fe y Alegría,Colombia,2012,Español,Papel, ,Docente,1,,,UNIVERSIDAD CATOLICA LUIS AMIGO, EDER ALONSO ACEVEDO MARIN
SISCO,Curso de Corta Duración Dictados, Perfeccionamiento ,Educación presencial con TIC,Colombia,2011,Español,Papel, ,Docente,0,Formación de docentes de la Fundación Universitaria Luis Amigó en el uso de algunas tecnologías como apoyo a los cursos presenciales,Fundación Universitaria Luis Amigó,UNIVERSIDAD CATOLICA LUIS AMIGO, JUAN CARLOS MONSALVE GOMEZ
