grupo,categoria,tipo_producto,titulo_capitulo,pais,ano,titulo_libro,ISBN,vol,pags,editorial,autores
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Capítulo de libro,Critical digital literacy,Estados Unidos,2021, The Handbook of Critical Literacies,9781003023425, ,373 - 380,Routledge (New York),EDISON FERNEY CASTRILLON ANGEL
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Capítulo de libro,Teacher Educators' Competence in Language Test Design,Colombia,2021,Research on language teaching and learning: advances and projection,978-958-8943-70-1, ,165 - 191,Fondo Editorial Universidad Católica Luis Amigó,ERIKA MARCELA RESTREPO BOLIVAR
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Capítulo de libro,About Reading and Writing: Contemporary Tasks from Diverse Academic Realities in Early Childhood Education,Colombia,2021,About Reading and Writing: Contemporary Tasks from Diverse Academic Realities in Early Childhood Education,978-958-8943-70-1, ,69 - 95,Universidad Católica Luis Amigó,BAIRON JARAMILLO VALENCIA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Capítulo de libro,Reflection and Analysis of Colombian Official Language Policies as a Key Feature in Teacher Education,Colombia,2021,Research on Language Teaching and Learning: Advances and Projection,978-958-8943-70-1-, ,43 - 68,Fondo Editorial ,OSCAR ALBERTO PELAEZ HENAO
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Capítulo de libro,The Practicum Identity Crisis: Threats and Opportunities for Pre-service Teachers' Professional Growth,Colombia,2021,Research on Language Teaching and Learning: Advances and Projection,9789588943701, ,120 - 145,Fondo Editorial Universidad Católica Luis Amigó,JOSE VICENTE ABAD OLAYA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Capítulo de libro,Promoting Critical Consciousness in the Preparation of Teachers in Colombia,Estados Unidos,2020,The SAGE Handbook of Critical Pedagogies,9781526411488, ,209 - 222,Sage Publications Ltd (UK),"JAIME ALONSO USMA WILCHES, OSCAR ALBERTO PELAEZ HENAO"
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Capítulo de libro,"CONSIDERACIONES FRENTE A LA LABOR DEL DOCENTE ANTE EL COMPORTAMIENTO AGRESIVO INFANTIL,",Venezuela,2020,Tendencias de la Investigación Universitaria,978-980-7857-33-8, ,435 - 443,Fondo Editorial de la Universidad Politécnica Territorial de Falcón Alonso Gamero,SONIA RUTH QUINTERO ARRUBLA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Otro capítulo de libro publicado,"Cultura escolar, memoria y resiliencia: una oportunidad de repensar el quehacer profesional del maestro en el bajo Cauca antioqueño",Colombia,2019,Cuadernos de investigación en educación,978-987-722-554-9, ,211 - 223,Consejo Latinoamericano De Ciencias Sociales Clacso,JOSE FEDERICO AGUDELO TORRES
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Capítulo de libro,Reforming Practicum and Research Training in a Colombian English Teaching Program,Colombia,2019,Formación de docentes en universidades latinoamericanas: Vol. 1,978-958-5498-27-3, ,113 - 144,Editorial Uniagustiniana,"JEFFERSON ASDRUBAL ZAPATA GARCIA, JOSE VICENTE ABAD OLAYA"
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Otro capítulo de libro publicado,Sobre la voz y el decir del maestro,Colombia,2019,Relatos de experiencias maestras,978-958-8955-66-7, ,28 - 31,Gruemproneg,JOSE FEDERICO AGUDELO TORRES
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Otro capítulo de libro publicado,Cultura escolar y profesionalidad docente en el Bajo Cauca,Colombia,2019,Culturas profesionales de Antioquia,978-958-8955-62-9, ,53 - 72,Gruemproneg,JOSE FEDERICO AGUDELO TORRES
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Otro capítulo de libro publicado,Escuela y resiliencia: posibilidades de resignificar el quehacer docente en el Bajo Cauca antioqueño,Colombia,2019,Encuentro Nacional de Investigación (Universidad Católica Luis Amigó),2463-0004, ,48 - 53,Universidad Católica Luis Amigó,JOSE FEDERICO AGUDELO TORRES
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Capítulo de libro,Colombia's education: At the core of a revolution,Grecia,2019,International Handbook of Teacher Education Worldwide: Vol1. Revised and Augmented Edition,978-9963-2415-5-2, ,311 - 329,HM Studies and Publishing,"JOSE VICENTE ABAD OLAYA, CLAUDIA MARIA URIBE HOYOS, DIANA MARCELA JARAMILLO CATANO"
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Otro capítulo de libro publicado,"La Escuela, la evaluación y los lenguajes de acogida",Colombia,2018,Oriente y Nordeste,978-958-5518-13-1, ,76 - 112,Universidad Católica de Oriente,JOSE FEDERICO AGUDELO TORRES
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Otro capítulo de libro publicado,Educación en y para la paz: reflexiones para agentes educativos,Colombia,2018,XXI Encuentro Nacional de Investigación ,2463-0004, ,140 - 146,Fondo Editorial Universidad Católica Luis Amigó,JOSE FEDERICO AGUDELO TORRES
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Capítulo de libro,Conclusiones generales del componente de investigación,Colombia,2018,  Experiencias y calidades de la educación en Medellín Prácticas pedagógicas y quehacer educativo en,978-958-8474-67-0, ,267 - 271,Editorial Bonaventuriana ,"JOSE WILMAR PINO MONTOYA, LUZ CELINA CALDERON GUTIERREZ, EMERSON ECHAVARRIA GONZALEZ, CARMEN TULIA CANO ALVAREZ, MICHELLE BETANCUR ZULUAGA, GUILLERMO DE JESUS ECHEVERRI JIMENEZ, MARIA ALEJANDRA LOPERA RENDON, FABER ANDRES PIEDRAHITA LARA, MERCEDES VALLEJO GOMEZ, DIEGO LEANDRO GARZON AGUDELO, DAYRO LEON QUINTERO LOPEZ, YICEL NAYROBIS GIRALDO GIRALDO"
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Capítulo de libro,Recomendaciones generales de la investigación,Colombia,2018,  Experiencias y calidades de la educación en Medellín Prácticas pedagógicas y quehacer educativo en,978-958-8474-67-0, ,272 - 275,Editorial Bonaventuriana ,"JOSE WILMAR PINO MONTOYA, LUZ CELINA CALDERON GUTIERREZ, EMERSON ECHAVARRIA GONZALEZ, CARMEN TULIA CANO ALVAREZ, MICHELLE BETANCUR ZULUAGA, GUILLERMO DE JESUS ECHEVERRI JIMENEZ, DAYRO LEON QUINTERO LOPEZ, YICEL NAYROBIS GIRALDO GIRALDO, DIEGO LEANDRO GARZON AGUDELO, MARIA ALEJANDRA LOPERA RENDON, FABER ANDRES PIEDRAHITA LARA, MERCEDES VALLEJO GOMEZ"
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Capítulo de libro,Una Mirada a las concepciones de calidad de la educación en el contexto de la investigación sobre el Premio Ciudad de Medellín a la Calidad de la Educación,Colombia,2018,  Experiencias y calidades de la educación en Medellín Prácticas pedagógicas y quehacer educativo en,978-958-8474-67-0, ,28 - 65,Editorial Bonaventuriana ,"MICHELLE BETANCUR ZULUAGA, JOSE WILMAR PINO MONTOYA, CARMEN TULIA CANO ALVAREZ, MERCEDES VALLEJO GOMEZ, LUZ CELINA CALDERON GUTIERREZ, EMERSON ECHAVARRIA GONZALEZ, GUILLERMO DE JESUS ECHEVERRI JIMENEZ, MARIA ALEJANDRA LOPERA RENDON, FABER ANDRES PIEDRAHITA LARA, DAYRO LEON QUINTERO LOPEZ, YICEL NAYROBIS GIRALDO GIRALDO"
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Capítulo de libro,Gestión comunitaria en el marco del Premio Ciudad de Medellín a la Calidad de la Educación 2010-2013,Colombia,2018,  Experiencias y calidades de la educación en Medellín Prácticas pedagógicas y quehacer educativo en,978-958-8474-67-0, ,124 - 147,Editorial Bonaventuriana ,"MICHELLE BETANCUR ZULUAGA, JOSE WILMAR PINO MONTOYA"
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Otro capítulo de libro publicado,Pensamiento crítico y formación de maestros: apuntes para una educación de-colonial rural para la paz,Colombia,2017,desarrollo e innovación,2463-0004, ,24 - 29,Fondo Editorial Universidad Católica Luis Amigó,JOSE FEDERICO AGUDELO TORRES
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Otro capítulo de libro publicado,Teacher Autonomy: From the conventional promotion of independent learning to the critical appropriation of language policies,Brasil,2017,Innovations and Challenges in Applied Linguistics and Learner Autonomy,978857113847-6, ,43 - 62,Pontes Editors,OSCAR ALBERTO PELAEZ HENAO
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Otro capítulo de libro publicado,Sobre el cuidado del otro y lo otro en la escuela del posconflicto colombiano,Colombia,2017,Estudios culturales y pensamientos pedagógicos latinoamericanos,978-1-945570-29-2, ,475 - 483,Redipe,"ADRIANA MARIA GALLEGO HENAO, JOSE FEDERICO AGUDELO TORRES, SANDRA JULIET CLAVIJO ZAPATA"
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Otro capítulo de libro publicado,Sobre el cuidado del otro y lo otro en la escuela del pos-conflicto colombiano,Colombia,2017,Estudios culturales y pensamientos pedagógicos latinoamericanos,978-1-945570-29-2, ,475 - 484,Redipe,JOSE FEDERICO AGUDELO TORRES
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Otro capítulo de libro publicado,Sobre el cuidado del otro y lo otro en la escuela del pos-conflicto colombiano,Colombia,2017,ESTUDIOS CULTURALES Y PENSAMIENTOS PEDAGOGICOS LATINOAMERICANOS,978-1-945570-29-2-, ,475 - 484,REDIPE Red Iberoamericana de Pedagogía ,SANDRA JULIET CLAVIJO ZAPATA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Otro capítulo de libro publicado,El bullying: de la invisibilización de los niños al reconocimiento de la otredad,Colombia,2016,XIX Encuentro Nacional de Investigación: apropiación social del conocimiento,2463-0004, ,111 - 115,Fondo Editorial Luis Amigó,JOSE FEDERICO AGUDELO TORRES
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Otro capítulo de libro publicado,El rostro oculto de la diferencia: una oportunidad para pensar-se y pensar-nos,Colombia,2016,XIX Encuentro Nacional de Investigación: apropiación social del conocimiento,2463-0004, ,94 - 98,Fondo Editorial Luis Amigó,JOSE FEDERICO AGUDELO TORRES
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Otro capítulo de libro publicado,Convivencia escolar: una oportunidad para hacer feliz la permanencia en la escuela,Colombia,2016,XIX Encuentro Nacional de Investigación: apropiación social del conocimiento,2463-0004, ,98 - 107,Fondo Editorial Luis Amigó,JOSE FEDERICO AGUDELO TORRES
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Otro capítulo de libro publicado,La investigación sobre el bullying que logró ser escenario de convivencia,Colombia,2016,XIX Encuentro Nacional de Investigación: apropiación social del conocimiento,2463-0004, ,107 - 111,Fondo Editorial Luis Amigó,JOSE FEDERICO AGUDELO TORRES
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Otro capítulo de libro publicado,Universidad de los niños,Colombia,2015,LA IDENTIDAD DE LA EDUCACIÓN INICIAL: CURRICULOS Y PRÁCTICAS SOCIOEDUCATIVAS,978-958-59687-0-7, ,121 - 130,Talleres Tecnológico de Antioquia,MONICA MARIA ALVAREZ GALLEGO
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Otro capítulo de libro publicado,Los procesos grupales y la convivencia en el preescolar,Colombia,2015,Simposio internacional de educación pedagogía y currículo,978-958-58969-7-0, ,1 - 11,Red Iberoamericana de Pedagogía (REDIPE),"BAIRON JARAMILLO VALENCIA, SONIA RUTH QUINTERO ARRUBLA, LIBIA ELENA RAMIREZ ROBLEDO"
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Otro capítulo de libro publicado,Posibilidades en devenir del maestro contemporáneo: una apuesta por la educación y la democracia,Colombia,2015,Re Exiones En Infancia: Una Mirada Desde Diversos Actores,978-958-8399-95-9, ,81 - 97,Fondo editorial FUNLAM,JOSE FEDERICO AGUDELO TORRES
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Capítulo de libro,Profesionales en Educación Inicial y sus Procesos Escriturales,Colombia,2015,Reflexiones en infancia: Una mirada desde diversos actores,978-958-8399-95-9, ,43 - 53,Universidad Católica Luis Amigó,BAIRON JARAMILLO VALENCIA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Capítulo de libro,Los procesos grupales y la convivencia en el preescolar,Colombia,2015,Ibro Memorias Ucm Santiago Chile,978-958-58969-7-0, ,1 - 11,Red Iberoamericana de Pedagogía,SONIA RUTH QUINTERO ARRUBLA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Otro capítulo de libro publicado,De la pedagogía de la no-verdad a la pedagogía de la justicia,Colombia,2015,Responsabilidad Social: Perspectivas Para La Acción En Colombia.,978-958-8399-88-1, ,62 - 74,Fondo editorial Funlam,JOSE FEDERICO AGUDELO TORRES
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Capítulo de libro,¿Dónde están sus voces que no se escuchan? La participación infantil: silencios y demandas,Colombia,2014,Un Compromiso Con La Sociedad.,9789588399768, ,253 - 259,Fondo Editorial Funlam,"ADRIANA MARIA GALLEGO HENAO, JULIANA PAOLA QUINTERO RENDON"
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Otro capítulo de libro publicado,El dibujo como herramienta de expresión de niñas maltratadas,Colombia,2014,pedagogía y Formación docente,78-958-58278-6-8, ,1 - 21,Redipe,"ADRIANA MARIA GALLEGO HENAO, LINA MARCELA RAMIREZ RESTREPO"
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Otro capítulo de libro publicado,Circunscripciones de la investigación para la formación docente,Colombia,2014,Pedagogía Y Formación,9789585827868, ,1 - 8,Editorial Redipe,JUAN SANTIAGO CALLE PIEDRAHITA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Capítulo de libro,"Estudio sobre las prácticas de enseñanza y los enfoques de aprendizaje en algunas facultades de la universidad cooperativa de Colombia, seccional Medellín.",Colombia,2014,Con Ojos De Sur: Memorias Del Primer Encuentro Latinoamericano De Investigación En Psicología,9789584644497, ,28 - 59,Editorial Universidad Cooperativa De Colombia Educc,"OLENA KLIMENKO KLIMENKO, HERNANDO ALBERTO GARCIA JIMENEZ"
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Otro capítulo de libro publicado,La Amistad: Análisis desde una Perspectiva Aristotélica,Colombia,2013,Colección Iberoamericana De Educación,978-958-57734-8-6, ,1 - 18,Red Iberoamericana de Pedagogía (REDIPE),BAIRON JARAMILLO VALENCIA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Capítulo de libro,Características de la investigación escolar promovida por los directivos docentes,Colombia,2013,Robert Ashley,978-958-8399-62-1, ,144 - 148,Fondo Editorial Funlam,"GLORIA MARIA ISAZA ZAPATA, JUAN SANTIAGO CALLE PIEDRAHITA"
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Otro capítulo de libro publicado,Prácticas de crianza marcadas por una historia de guerra: hoy en un contexto educativo,Colombia,2013,Reflexiones Sobre La Infancia. Simposio Nacional De Investigaciones En Primera Infancia.,978-958-8399-63-8, ,80 - 97,Fondo Editorial Funlam,"ADRIANA MARIA GALLEGO HENAO, LUISA FERNANDA  RIOS, NATALIA ANDREA ALZATE  ALZATE"
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Capítulo de libro,Características de la investigación escolar promovida por los directivos docentes,Colombia,2013,Robert Ashley,978-958-8399-62-1, ,144 - 148,Fondo Editorial Funlam,"GLORIA MARIA ISAZA ZAPATA, JUAN SANTIAGO CALLE PIEDRAHITA"
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Capítulo de libro,Prospectiva de la investigación escolar desde los estudiantes básicos primarios de dos Instituciones de educación con el apoyo del Parque Explora.,Colombia,2013,R,978-958-651-565-8, ,380 - 391,Ediciones Hispanoamericanas,JUAN SANTIAGO CALLE PIEDRAHITA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Capítulo de libro,Impacto y prospectiva de la innovación tecnológica en los niños de 8 a 12 años en el municipio de Sabaneta,Colombia,2013,Justo Y Responsable Para Colombia Y El Mundo,978-958-651-564-1, ,138 - 350,Universidad Nacional Abierta Y A Distancia Unad,JUAN SANTIAGO CALLE PIEDRAHITA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Capítulo de libro,Prácticas de crianza marcadas por una historia de guerra: hoy en un contexto educativo,Colombia,2013,Reflexiones Sobre La Infancia. Simposio Nacional De Investigaciones En Primera Infancia.,978-958-8399-63-8, ,74 - 89,Fondo Editorial Funlam,"ADRIANA MARIA GALLEGO HENAO, LUISA FERNANDA  RIOS, NATALIA ANDREA ALZATE  ALZATE"
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Capítulo de libro,"Concepciones sobre el maltrato infantil en hogares de estratos cinco y seis de la ciudad de Medellín, base para la movilización conceptual en agentes educativos que orientan las dinámicas familiares",Colombia,2012,Análisis Comparativo De La Competencia Genérica Razonamiento Cuantitativo De La Prueba Saberpro Y Su Relación Con Los Cursos Ofrecidos Por El Departamento De Ciencias Básicas En Los Programas De Pregrado De La Funlam Y La U De M,978-958-8399-57-7, ,99 - 108,Fondo Editorial Funlam,GLORIA MARIA ISAZA ZAPATA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Otro capítulo de libro publicado,El juego: potenciador del desarrollo humano,Colombia,2012,Memorias Del Primer Simposio Nacional E Internacional De Investigaciones En Primera Infancia,978-958-8399-50-8, ,1 - 250,Fondo Editorial Funlam,MARTA ELENA GONZALEZ GIL
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Capítulo de libro,Percepciones simbólicas infantiles: una mirada investigativa,Colombia,2012,Re Exiones En Infancia: Una Mirada Desde Diversos Actores,978-958-8399-95-9, ,25 - 30,Departamento de Fondo Editorial,"GLORIA MARIA ISAZA ZAPATA, SANDRA  CLAVIJO"
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Otro capítulo de libro publicado,Psicoanálisis y constitución subjetiva,Colombia,2012,Memorias Del Primer Simposio Nacional E Internacional De Investigaciones En Primera Infancia,978-958-8399-50-8, ,77 - 84,Fondo Editorial Funlam,LIBIA ELENA RAMIREZ ROBLEDO
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Otro capítulo de libro publicado,Gorilla On The Run,Colombia,2009,Concurso Un Cuento Muy Colombiano En Lenguas Materna Y Extranjera.,978-958-696-774-7, ,39 - 42,Editorial Universidad Pontificia Bolivariana,JOSE VICENTE ABAD OLAYA
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Otro capítulo de libro publicado,"Colombia: ""No quiero regalos, yo quiero a mi papá""",Perú,2009,Más Alla De Las Remesas. Familias De Migrantes En América Latina.,978-9972-659-90-4, ,87 - 151,Pontificia Universidad Catolica Del Peru,"ALFREDO GHISO COTOS, CATALINA MARIA TABARES OCHOA, LIBIA ELENA RAMIREZ ROBLEDO, SANTIAGO ALBERTO  MORALES  MESA"
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Otro capítulo de libro publicado,Proceso migratorio y efectos psicosociales en las familias de migrantes de la ciudad de Medellín.,Bélgica,2009,Procesos Y Migrantes. Aspectos De Las Migración Colombiana,978-90-5201-567-5, ,279 - 304,Universidad De Antioquia,"CATALINA MARIA TABARES OCHOA, LIBIA ELENA RAMIREZ ROBLEDO"
"EDUCACION, INFANCIA Y LENGUAS EXTRANJERAS",Capítulos de libro publicados,Otro capítulo de libro publicado,Curriculum Negotiation: Effects on Students' Learning Attitudes and Perceptions in an EFL Context,Colombia,2006,Professional Awareness And Development. Classroom-Based Papers With In-Service Teachers In The Teaching English Foreign Language Graduate Program At Universidad Pontificia Bolivariana,95-86965-24-4, ,41 - 50,Upb Universidad Pontificia Bolivariana,JOSE VICENTE ABAD OLAYA
NEUROCIENCIAS BASICAS Y APLICADAS,Capítulos de libro publicados,Capítulo de libro,Intervenciones psicológicas en niños y adolescentes con trastorno de conducta y rasgos insensibles y carentes de emociones: una revisión narrativa,Colombia,2022,Alcances en Neurociencias Cognitivas. Modelo para la fundamentación de la línea de investigación en neurociencias y neurodesarrollo,978-628-7501-53-9, ,95 - 108,Usc Universidad Santiago De Cali Editorial,"YESID FELIPE TAPIAS MEDINA, OLBER EDUARDO ARANGO TOBON, PAOLA ANDREA MIRANDA GUTIERREZ, MARIA CAMILA MONTOYA URIBE, DAYANA MELISSA SANCHEZ MONSALVE, CESAR ANDRES CARMONA CARDONA"
NEUROCIENCIAS BASICAS Y APLICADAS,Capítulos de libro publicados,Capítulo de libro,Modelo ecológico para explicar el feminicidio en el marco jurídico-legal colombiano: la necesidad de una mirada dialéctica contextual,Colombia,2021,Violencias basadas en género: La otra tragedia de Colombia. Indagaciones,978-958-8943-75-6, ,55 - 66,Fondo Editorial Luis Amigó,"OMAR AUGUSTO AMADOR SANCHEZ, JUAN DIEGO BETANCUR ARIAS, LUIS FERNANDO QUINTERO ARANGO, STEFANI CASTANO TORRES, ANGELA MARIA VELASQUEZ VELASQUEZ, JENNY MARCELA ACEVEDO VALENCIA, ISABEL CRISTINA PUERTA LOPERA"
NEUROCIENCIAS BASICAS Y APLICADAS,Capítulos de libro publicados,Capítulo de libro,Efectos de la actividad física sobre las funciones ejecutivas: Revisión sistemática,Colombia,2021,Avances en educación física y deporte,978-607-607-690-3, ,20 - 29,Editorial Universidad Autónoma de Baja California.,"CAROLINA VASQUEZ LOPEZ, CATALINA QUINTERO LOPEZ, VICTOR DANIEL GIL VERA, JENNIFER ALZATE JARAMILLO"
NEUROCIENCIAS BASICAS Y APLICADAS,Capítulos de libro publicados,Capítulo de libro,COVID-19: Un Análisis Basado en Minería de Texto,Colombia,2020,Investigación e Innovación en Ingeniería de Software - Volumen 4,978-958-8628-64-6, ,89 - 101,Talleres Tecnológico de Antioquia,"VICTOR DANIEL GIL VERA, CATALINA QUINTERO LOPEZ"
NEUROCIENCIAS BASICAS Y APLICADAS,Capítulos de libro publicados,Capítulo de libro,Agrupamiento Jerárquico sobre Uso de las TIC en Colombia: Un caso de Aplicación del Machine Learning,Colombia,2019,Investigación e Innovación en Ingeniería de Software,978-958-52397-5-3, ,62 - 72,Talleres Tecnológico de Antioquia,"VICTOR DANIEL GIL VERA, CATALINA QUINTERO LOPEZ"
NEUROCIENCIAS BASICAS Y APLICADAS,Capítulos de libro publicados,Otro capítulo de libro publicado,Perfil neuropsicológico de excombatientes en Colombia,Colombia,2019,"XXII Encuentro Nacional de investigación ""La integralidad formativa: una visión humanista¿",2463-0004-, ,81 - 86,Fondo Editorial Universidad Católica Luis Amigó,CATALINA QUINTERO LOPEZ
NEUROCIENCIAS BASICAS Y APLICADAS,Capítulos de libro publicados,Otro capítulo de libro publicado,Minería de texto aplicada al análisis de la percepción del Bitcoin en Colombia,Colombia,2019,XXII Encuentro Nacional de Investigación,2463-0004, ,74 - 79,Fondo Editorial Universidad Católica Luis Amigó,VICTOR DANIEL GIL VERA
NEUROCIENCIAS BASICAS Y APLICADAS,Capítulos de libro publicados,Otro capítulo de libro publicado,Alimentación y química cerebral: un análisis relacional,Colombia,2018,"""Memorias XXI Encuentro Nacional de Investigación 2018""",2463-0004, ,245 - 250,Fondo Editorial Universidad Católica Luis Amigó,VICTOR DANIEL GIL VERA
NEUROCIENCIAS BASICAS Y APLICADAS,Capítulos de libro publicados,Otro capítulo de libro publicado,Minería de texto sobre rituales Incas: el caso de los niños de Llullaillaco,Colombia,2018,"""Memorias XXI Encuentro Nacional de Investigación 2018""",2463-0004, ,197 - 203,Fondo Editorial Universidad Católica Luis Amigó,VICTOR DANIEL GIL VERA
NEUROCIENCIAS BASICAS Y APLICADAS,Capítulos de libro publicados,Otro capítulo de libro publicado,Sistema experto para el diagnóstico de enfermedades mentales,Colombia,2018,"""Memorias XXI Encuentro Nacional de Investigación 2018""",2463-0004, ,190 - 196,Fondo Editorial Universidad Católica Luis Amigó,"VICTOR DANIEL GIL VERA, JUAN DIEGO BETANCUR ARIAS, LINA MARIA MONTOYA SUAREZ"
NEUROCIENCIAS BASICAS Y APLICADAS,Capítulos de libro publicados,Otro capítulo de libro publicado,SECCIÓN I Fundamentación teórica en investigación Presentación de la sección,Colombia,2018,Situaciones y retos de la investigación en Latinoamérica,978-958-8943-38-1, ,25 - 27,Fondo Editorial Universidad Católica Luis Amigó,"MARIO ALEJANDRO LOPEZ OCAMPO, PAULA ANDREA MONTOYA ZULUAGA"
NEUROCIENCIAS BASICAS Y APLICADAS,Capítulos de libro publicados,Otro capítulo de libro publicado,Presentación general Situaciones y retos de la investigación en Latinoamérica,Colombia,2018,Situaciones y retos de la investigación en Latinoamérica,978-958-8943-38-1, ,20 - 23,Fondo Editorial Universidad Católica Luis Amigó,"SONIA NATALIA COGOLLO OSPINA, PAULA ANDREA MONTOYA ZULUAGA"
NEUROCIENCIAS BASICAS Y APLICADAS,Capítulos de libro publicados,Otro capítulo de libro publicado,Reflexiones sobre la construcción de problemas de investigación desde las perspectivas empírico-analítica (investigación cuantitativa) e histórico- hermenéutica (investigación cualitativa),Colombia,2018,Situaciones y retos de la investigación en Latinoamérica,978-958-8943-38-1, ,44 - 58,Fondo Editorial Universidad Católica Luis Amigó,"STEFANI CASTANO TORRES, PAULA ANDREA MONTOYA ZULUAGA"
NEUROCIENCIAS BASICAS Y APLICADAS,Capítulos de libro publicados,Capítulo de libro,"Capítulo 1: Relación entre atención, memoria operativa y procesos de lectura y escritura en un caso con Trastorno Por Déficit De Atención Con Hiperactividad Subtipo Inatento (TDAH-I) y un caso control.",Colombia,2017,Hacia un concepto multifactorial del aprendizaje y la memoria. ,978-958-8943-33-6, ,14 - 34,Fondo Editorial Universidad Católica Luis Amigó,"CARLOS ANDRES TORO, PAULA ANDREA MONTOYA ZULUAGA"
NEUROCIENCIAS BASICAS Y APLICADAS,Capítulos de libro publicados,Capítulo de libro,Capítulo 3: Una aproximación al desarrollo de los sistemas de memoria.,Colombia,2017,Hacia un concepto multifactorial del aprendizaje y la memoria. ,978-958-8943-33-6, ,56 - 79,Fondo Editorial Universidad Católica Luis Amigó,PAULA ANDREA MONTOYA ZULUAGA
